"ID","TreatmentDate","OptInDate","GMV2015"
69931,2016-06-21,2016-10-28,52498.83
110785,2016-08-08,NA,11717.68
162140,2016-06-21,2017-03-19,22468.86
177847,2016-06-21,NA,13191.61
139818,2016-06-21,2016-11-03,122411.49
67714,2016-08-08,NA,15255.04
64973,2016-08-08,NA,12474.87
172791,2016-06-21,NA,12949.15
83512,2016-07-26,NA,33625.75
177182,2016-06-21,NA,21310.96
34831,2016-08-08,NA,27888.81
107419,2016-06-13,2016-08-21,31342.13
9677,2016-06-06,NA,61609
60557,2016-06-13,NA,10404.19
77619,2016-06-21,NA,21618.54
65399,2016-08-08,NA,24490.25
135345,2016-06-06,2016-06-11,11901
12478,2016-08-08,NA,620055.79
113233,2016-08-08,NA,13980.02
5505,2016-08-08,NA,143771.64
85154,2016-06-06,NA,20873.99
129420,2016-07-26,2016-07-26,21197.3
136210,2016-06-13,2016-06-13,15788.06
147179,2016-06-13,2016-06-28,26145.15
35945,2016-06-13,2016-12-16,238722.62
110908,2016-06-13,2017-03-12,44224.07
147219,2016-06-21,NA,18565.1
77642,2016-06-21,NA,42285.89
123014,2016-06-21,2016-06-23,18989.52
44389,2016-06-21,NA,13567.41
49319,2016-08-08,NA,20628.44
57882,2016-08-08,2016-08-08,25757.57
110263,2016-06-13,NA,344409.94
88580,2016-05-12,NA,10423.41
176555,2016-06-13,NA,14226.47
8251,2016-06-06,NA,92927.71
169601,2016-06-21,2016-11-10,12074.77
54451,2016-06-21,2016-07-01,12557.99
357,2016-08-08,NA,17939.76
179924,2016-06-13,NA,12617.41
101647,2016-06-06,2016-11-15,77921.28
1997,2016-06-21,2016-06-28,43075.33
67521,2016-06-21,NA,77304.35
21285,2016-06-21,NA,28768.96
40329,2016-06-13,NA,23647.58
7359,2016-05-12,NA,40286.57
164098,2016-07-26,2016-08-01,35217.85
13666,2016-06-13,NA,11518.22
150212,2016-06-13,2016-06-16,12852.95
125281,2016-06-21,2017-02-21,54420.14
71646,2016-05-12,2016-12-23,15916.31
20638,2016-06-13,NA,17972.5
86663,2016-08-08,2016-08-16,12709.24
128792,2016-07-26,2016-07-26,51566.24
70586,2016-06-13,NA,11417.23
99025,2016-08-08,NA,26579.49
78253,2016-08-08,NA,44648.4
153706,2016-06-13,NA,15651.9
104240,2016-06-06,2016-06-10,10623.32
68313,2016-05-12,NA,13571.76
79500,2016-06-06,NA,61040.69
10553,2016-05-19,NA,29554
676,2016-06-21,2016-06-21,60669.2
33619,2016-07-26,NA,13906.86
66101,2016-06-13,2016-06-27,29719.01
33355,2016-06-13,2016-07-26,16100.42
109275,2016-06-21,2016-06-29,79216.81
180775,2016-06-21,2016-06-25,38877.41
39186,2016-06-13,NA,12464.41
171214,2016-06-21,2016-06-26,14053.26
32530,2016-06-13,NA,41225.58
130852,2016-06-13,NA,25827.31
37097,2016-08-08,NA,546128.25
52344,2016-05-19,NA,24440.94
150064,2016-06-21,2016-06-25,49713.61
96263,2016-06-21,NA,20988.38
62196,2016-08-08,NA,28365.99
182254,2016-08-08,2016-08-11,28744.61
180937,2016-06-13,2016-06-13,27338.58
94187,2016-06-13,NA,342987.99
166055,2016-06-06,NA,38317.96
8533,2016-08-08,2016-09-14,26646.66
11289,2016-05-12,NA,12093.98
154166,2016-05-12,2016-06-08,40435.61
81154,2016-06-21,NA,17244.05
38014,2016-06-06,2016-06-06,26843.16
108832,2016-06-21,2016-06-22,128970.86
106181,2016-06-06,2016-09-16,908736.58
145692,2016-06-21,NA,27911.57
15922,2016-06-13,NA,22830.42
61361,2016-08-08,NA,10356.76
71247,2016-06-21,NA,103050.09
38396,2016-08-08,NA,17862.58
32619,2016-06-06,2016-06-06,31076.54
37951,2016-08-08,2016-08-11,26952.14
133733,2016-08-08,2016-08-23,32379.57
63629,2016-06-13,NA,20466.74
108309,2016-08-08,2016-08-09,34114.55
144418,2016-06-13,NA,26086.38
109286,2016-06-06,NA,16032.96
143774,2016-05-19,NA,17684.65
82275,2016-06-21,2016-06-30,17479.04
64402,2016-05-12,2016-05-18,25342.81
93132,2016-06-13,2016-06-13,16557.89
178572,2016-08-08,NA,11710.68
141869,2016-08-08,NA,31493.21
86258,2016-08-08,2017-02-15,42136.31
164803,2016-07-26,2016-08-24,427420.51
148631,2016-07-26,2016-11-02,1247814.04
6100,2016-08-08,NA,12919.32
51447,2016-07-26,NA,30227.77
117843,2016-08-08,2016-09-29,200512.77
78978,2016-06-13,2016-06-21,41298.87
131754,2016-08-08,2017-01-01,79568.22
17056,2016-08-08,NA,13175.25
128139,2016-08-08,NA,17278.99
152385,2016-08-08,NA,26892.09
180934,2016-08-08,NA,71576.85
142556,2016-08-08,2016-08-17,10460
143850,2016-06-13,2016-06-14,171144.86
45924,2016-08-08,2016-11-14,15786.38
100881,2016-06-13,NA,13657.24
704,2016-06-13,NA,20422.39
80169,2016-06-13,2016-06-15,45207.63
144884,2016-06-13,2016-06-13,30911.69
29759,2016-06-21,NA,16383.37
56140,2016-06-13,NA,71238.3
70978,2016-06-13,NA,13156
3983,2016-06-21,2016-06-25,16097.75
50366,2016-06-13,2016-06-16,19021.61
182618,2016-08-08,2016-10-10,11121.02
14925,2016-06-13,2016-06-15,17635.9
90090,2016-06-13,2016-06-13,28245.86
2683,2016-06-13,NA,18396.63
145745,2016-08-08,NA,33584.99
119436,2016-05-19,NA,35829.28
19692,2016-06-13,NA,38543.32
7202,2016-06-21,NA,18168.98
178937,2016-06-21,2016-06-22,34499.3
47926,2016-08-08,NA,90490.13
73691,2016-06-21,NA,41490.53
77853,2016-06-13,2016-09-02,51161.15
158923,2016-08-08,NA,33282.6
144335,2016-06-06,NA,10733.08
39746,2016-06-13,2016-06-13,17789.36
178191,2016-05-19,2016-05-19,119611.09
81980,2016-06-13,NA,14126
76832,2016-06-06,2016-06-26,42000
119626,2016-06-13,2016-06-13,67421.59
105534,2016-06-21,NA,26708.52
90692,2016-07-26,NA,11092.41
18651,2016-06-13,NA,16724.53
118676,2016-06-13,2016-09-20,15296.43
106146,2016-06-13,2016-06-13,50554.15
91895,2016-07-26,2016-09-30,331815
138287,2016-06-21,2016-06-28,99159.69
129269,2016-06-21,2016-06-24,13795.47
49057,2016-06-13,2016-06-13,12891.09
134188,2016-06-13,NA,30902.65
44522,2016-06-13,2016-06-13,878199.95
66367,2016-08-08,2016-09-06,52336.17
138703,2016-06-13,2016-06-15,40955.39
158351,2016-08-08,NA,40014.21
50655,2016-06-13,2016-08-17,10300.96
54068,2016-06-06,2016-06-20,21031.33
180053,2016-06-21,2016-06-22,64592.26
122640,2016-08-08,2016-09-08,23665.98
151837,2016-08-08,2016-08-31,70620.32
159758,2016-06-21,NA,57226.67
103187,2016-08-08,NA,58731.07
153893,2016-06-13,NA,18020.51
113676,2016-08-08,NA,23655.64
145029,2016-06-21,2016-06-21,870300.05
148854,2016-07-26,NA,39709.63
39440,2016-06-13,2016-07-28,18995.92
178093,2016-06-21,2016-08-30,17725.46
113099,2016-06-21,NA,19154.49
37619,2016-06-13,2016-06-16,18235.34
128496,2016-07-26,NA,20286.99
165313,2016-08-08,2016-08-09,23419.51
183723,2016-08-08,2016-11-17,11035.45
88645,2016-06-13,2016-06-13,19857.83
56306,2016-08-08,NA,16340.5
154364,2016-08-08,NA,27299.21
108016,2016-05-19,2016-05-19,13235
135390,2016-06-13,2017-03-08,158679.22
68008,2016-06-21,2016-06-21,29086.07
54144,2016-08-08,NA,98834.42
26810,2016-06-13,2016-07-10,38356.13
5613,2016-08-08,NA,18085.27
47637,2016-06-13,NA,100040.65
130013,2016-06-13,NA,33149.49
10744,2016-08-08,NA,15912.3
88979,2016-08-08,NA,14181
125369,2016-08-08,2016-08-13,86595.84
154629,2016-06-21,2016-08-04,13428.4
82359,2016-08-08,2016-09-13,41060.72
24479,2016-06-13,2016-06-17,24293.2
8777,2016-08-08,NA,11012.5
95247,2016-06-13,NA,11651.76
64046,2016-05-19,NA,12045.8
119650,2016-06-13,2016-06-14,13439.57
157712,2016-06-06,NA,12514.51
170395,2016-06-06,2016-12-18,24899.15
142004,2016-08-08,NA,29186.44
90239,2016-06-13,NA,69960.43
179400,2016-08-08,2016-12-14,12030.61
84173,2016-06-06,2016-06-10,101573.9
117839,2016-08-08,NA,12959.79
4407,2016-07-26,NA,16489.23
9883,2016-08-08,2016-08-27,17606.71
18981,2016-05-12,2016-05-12,34383.87
10459,2016-05-12,NA,10888.95
179571,2016-08-08,NA,15366
71316,2016-06-21,NA,74674.77
159530,2016-08-08,2016-08-09,18729.25
172567,2016-06-13,NA,20553.1
160578,2016-06-13,2016-12-20,18425.04
77006,2016-08-08,2017-02-02,111287.01
109509,2016-06-21,2016-11-01,46909.95
19578,2016-06-13,2016-06-14,512416.76
94870,2016-08-08,NA,23491.97
86791,2016-07-26,2016-07-26,88956.43
76944,2016-05-19,2016-08-26,12845.56
25084,2016-08-08,NA,32556.28
25431,2016-06-13,2016-06-21,11608.72
137552,2016-06-21,NA,55152.97
170961,2016-08-08,NA,109151.05
75204,2016-06-13,NA,16275.59
142341,2016-08-08,2016-10-02,39955.96
50351,2016-08-08,2016-08-08,43654.42
147925,2016-06-13,2016-06-15,18960.11
9221,2016-08-08,2016-08-13,11832.19
10262,2016-08-08,2016-08-08,22512.52
175583,2016-06-06,2016-06-06,136013.13
32755,2016-07-26,NA,41103.14
41472,2016-06-13,2016-09-05,48716.14
2386,2016-06-21,NA,72947.34
150521,2016-06-21,NA,32905.07
34102,2016-06-13,2016-10-17,15048
16755,2016-08-08,NA,17256.14
730,2016-06-21,NA,13899.21
40865,2016-06-06,NA,134157.94
24937,2016-05-12,NA,33929
82162,2016-06-13,NA,43061.46
119012,2016-08-08,NA,12345
1577,2016-08-08,2016-10-12,37624.25
165919,2016-06-13,NA,92583.37
714,2016-08-08,NA,18672.29
56192,2016-06-06,NA,260042.93
166143,2016-06-13,2016-08-28,75270.81
79883,2016-08-08,2016-09-07,352215
136081,2016-06-21,NA,17885.63
98169,2016-06-21,NA,10157.02
177931,2016-06-21,2016-06-21,73109.04
73521,2016-08-08,NA,49590.27
47290,2016-08-08,2016-08-08,25841.56
24827,2016-06-13,NA,50484.99
21525,2016-08-08,2016-10-01,36383.85
77012,2016-08-08,2016-12-06,32803.3
17619,2016-06-21,2016-06-23,30801.6
8562,2016-06-21,2016-06-23,38662.16
167238,2016-06-21,2016-07-18,11483.96
115010,2016-08-08,NA,23350.46
82343,2016-06-21,2016-06-22,36005.43
153506,2016-06-21,2016-06-24,254634.23
105977,2016-06-13,2016-06-13,14719.18
44093,2016-06-06,NA,41339.91
149443,2016-06-06,NA,22479.35
143517,2016-06-21,2016-06-29,14428.26
24515,2016-06-21,NA,14414.47
143948,2016-08-08,2016-09-06,227576.38
91189,2016-06-13,2016-07-06,15650.9
84260,2016-06-21,2016-06-22,82759.94
47337,2016-06-06,NA,15112.27
13548,2016-06-21,NA,18496.69
158597,2016-08-08,2016-08-08,51572.53
95790,2016-06-21,2016-08-25,31538.03
80938,2016-08-08,2016-10-11,19000.48
88917,2016-06-13,NA,18492
183440,2016-06-21,NA,25207.5
179514,2016-05-19,NA,12873
162958,2016-06-13,2016-07-27,59512.91
1215,2016-06-13,NA,31061.22
28931,2016-06-06,2016-06-06,22701.04
103580,2016-08-08,NA,19609.83
31253,2016-06-21,NA,32709.3
114351,2016-05-19,2016-06-01,188614.53
171755,2016-06-21,NA,77680.33
62695,2016-06-06,NA,22246.53
161584,2016-06-13,NA,10191.37
136675,2016-06-13,NA,30547.97
177485,2016-08-08,NA,106550.51
99882,2016-06-21,2016-06-21,23854.79
99941,2016-05-12,NA,29575.96
145488,2016-06-21,NA,24870.02
12825,2016-06-21,2016-08-09,57155.22
97520,2016-08-08,NA,46024.03
51927,2016-06-21,NA,10890.27
168030,2016-06-21,2016-11-14,18794.51
77094,2016-06-21,2016-06-27,190986.57
25995,2016-06-13,2016-06-15,69673.26
86223,2016-08-08,2016-09-16,30901.93
119940,2016-06-13,2016-06-13,32535.63
13304,2016-06-13,NA,20583.46
131638,2016-08-08,NA,11347.8
129722,2016-06-06,2016-07-08,30843.84
14760,2016-08-08,NA,48754.58
156468,2016-06-13,NA,18415.79
66230,2016-06-21,NA,13409.39
80487,2016-06-13,2016-06-14,38819.97
182616,2016-08-08,NA,24585.25
120473,2016-06-21,NA,20139.73
147037,2016-07-26,2016-08-01,19667.39
158329,2016-08-08,2016-09-06,119394.83
124692,2016-06-21,2016-06-21,21820.77
65678,2016-08-08,NA,24149.7
40232,2016-06-21,2016-12-14,26393.8
156970,2016-06-13,NA,16710.74
162459,2016-06-21,2016-06-21,27167.75
3750,2016-06-13,2016-06-14,148457.06
66070,2016-06-21,2016-12-24,132682.84
123236,2016-06-13,2016-10-02,20128.96
43651,2016-08-08,NA,16785.49
112054,2016-06-21,2016-06-22,12871
48983,2016-08-08,2016-08-08,12327.01
134998,2016-08-08,NA,14329.55
81737,2016-06-21,NA,39568
48026,2016-06-21,NA,23295.71
84548,2016-07-26,NA,556944.23
67609,2016-06-13,NA,10911.74
132304,2016-06-13,NA,14952.72
132140,2016-06-21,2016-06-21,103590.97
163972,2016-05-12,NA,33499.79
99514,2016-08-08,NA,13134.07
56118,2016-05-19,NA,43659.02
144818,2016-08-08,2016-08-09,31653.65
116649,2016-06-13,2016-06-13,46203.95
117358,2016-06-21,2016-06-22,82671.87
62687,2016-06-13,2016-06-14,67601.73
92809,2016-08-08,2017-02-22,15210.14
125178,2016-06-13,2016-06-20,10106.41
28455,2016-06-21,NA,12377.7
5107,2016-08-08,NA,21499.26
119765,2016-06-13,NA,25258.39
70259,2016-06-13,NA,12022.25
1869,2016-06-21,NA,81760.18
80340,2016-06-21,NA,21202.37
79583,2016-06-21,2016-06-22,808835.35
116335,2016-06-21,2016-09-26,14547.26
149059,2016-06-13,2017-03-07,108529.06
50805,2016-08-08,2016-11-01,26131.99
131732,2016-06-13,NA,41364.77
25126,2016-08-08,NA,26207.16
101178,2016-08-08,NA,14449.74
151713,2016-06-13,NA,32155.27
133404,2016-06-13,NA,420833.31
60971,2016-08-08,2016-08-18,16212.15
26257,2016-06-06,NA,2413305.36
114563,2016-07-26,NA,15283.68
129987,2016-06-21,NA,91983.84
29602,2016-08-08,NA,17555.7
45618,2016-08-08,2017-01-13,22945.14
92679,2016-06-13,2016-10-18,145857.98
122804,2016-06-13,2016-06-13,474654.3
149009,2016-06-13,2016-06-14,31863.69
77173,2016-08-08,2016-09-25,15034.98
95217,2016-06-13,2016-06-14,431332.46
44856,2016-05-19,2016-05-19,21054.32
66566,2016-08-08,NA,24878.06
164441,2016-08-08,2016-08-11,10141.78
110420,2016-08-08,2016-09-18,11305.13
111730,2016-06-13,NA,35565.75
150006,2016-05-19,2016-05-19,59832.93
71783,2016-06-13,NA,45986.35
20929,2016-05-19,2016-06-26,32175.13
69549,2016-08-08,2017-01-26,30329.03
12066,2016-06-21,NA,98446.2
69066,2016-08-08,NA,47229.36
33711,2016-05-19,2016-08-29,36024.15
109159,2016-08-08,NA,11495.56
64870,2016-06-21,NA,94399.52
11614,2016-06-06,NA,14592.17
120387,2016-08-08,2016-09-12,104902.79
1851,2016-06-06,2016-06-06,34151.3
91180,2016-06-21,2016-12-15,26000.45
42229,2016-06-13,2016-06-13,40518.67
179643,2016-06-21,2016-11-23,11362.62
74855,2016-08-08,2016-08-09,11401.78
86145,2016-08-08,NA,21068.21
182600,2016-06-13,2017-03-12,39868.75
172895,2016-06-21,NA,20173.76
118367,2016-06-06,NA,23645.48
55474,2016-06-13,NA,13606.93
112475,2016-07-26,2016-07-27,91307.53
54217,2016-08-08,NA,13757.89
58107,2016-07-26,2016-08-18,19551.8
169779,2016-06-13,NA,10449.96
172307,2016-06-13,2016-06-28,37970.96
132199,2016-06-13,NA,23975.84
91750,2016-07-26,2016-07-26,16683.68
109936,2016-08-08,NA,90547.1
71075,2016-08-08,2016-12-08,117817.12
123661,2016-08-08,2016-10-02,12006.66
37173,2016-08-08,NA,12821.37
182355,2016-07-26,NA,19212.88
103456,2016-08-08,NA,16334.28
103280,2016-08-08,2016-09-03,18265.47
37844,2016-08-08,2016-08-10,36583.53
31421,2016-07-26,NA,14878.99
102560,2016-06-13,NA,18269.82
108354,2016-08-08,NA,58444.67
84323,2016-06-13,2016-06-24,45831.55
46992,2016-08-08,2016-09-10,23185.65
105685,2016-06-13,NA,13127.05
35609,2016-06-13,NA,17229
161229,2016-08-08,NA,11798.05
152299,2016-06-13,NA,25425.46
61365,2016-06-13,NA,29200.5
83208,2016-06-21,NA,13402.04
6527,2016-08-08,NA,11427.22
140953,2016-08-08,NA,204846.86
143198,2016-06-13,2016-06-19,19207.44
51968,2016-06-21,2017-02-15,14301.65
174974,2016-08-08,NA,18467.9
150615,2016-06-13,2016-07-27,16223.19
21088,2016-06-13,2016-06-15,715456.76
123056,2016-07-26,2016-08-15,23237.01
121363,2016-08-08,2016-08-14,15412.41
55659,2016-06-21,NA,165637.27
80817,2016-06-13,NA,12779.67
123368,2016-06-13,NA,12857.43
39560,2016-08-08,NA,16100
163891,2016-06-21,2016-08-05,64732
90058,2016-08-08,2016-08-12,158973.72
152905,2016-08-08,NA,27795.73
38276,2016-07-26,NA,16926.5
165548,2016-06-13,NA,14741.89
67902,2016-05-19,2016-05-20,14573.33
66344,2016-05-19,NA,24791.06
153915,2016-06-21,NA,44247.37
51196,2016-08-08,NA,14291.16
134842,2016-08-08,NA,31555.37
105771,2016-05-19,NA,10599.62
89408,2016-06-13,NA,11246.98
78970,2016-06-13,2016-06-27,32964.14
180284,2016-06-13,NA,25671.24
96537,2016-08-08,2016-11-14,38696.81
8247,2016-08-08,NA,14452.77
87224,2016-08-08,NA,32286.09
157493,2016-06-06,2016-06-24,75807.29
83478,2016-08-08,2016-08-09,12874293.48
49964,2016-07-26,NA,10524.91
87621,2016-07-26,2016-10-05,126016.11
149164,2016-06-06,2016-06-06,438734.98
179291,2016-08-08,NA,11175.59
2927,2016-06-21,NA,18931.21
87740,2016-08-08,NA,18034.41
175854,2016-08-08,NA,20268.32
39105,2016-08-08,NA,70934.22
35816,2016-06-13,NA,19822.21
42246,2016-06-21,NA,44240
76879,2016-06-21,2016-06-24,14453.56
51063,2016-08-08,2016-08-08,160483.29
140203,2016-06-21,2016-06-23,12780.95
35224,2016-06-13,2016-06-13,10817.49
14751,2016-06-13,2016-06-20,10447.98
124564,2016-08-08,2017-02-27,61583.27
72709,2016-08-08,NA,16893.55
18266,2016-06-21,2016-06-22,29095.27
51657,2016-06-21,NA,78991.87
101933,2016-06-21,NA,14985.08
11274,2016-08-08,NA,10780.31
85941,2016-08-08,2016-08-11,18401.62
94573,2016-06-21,NA,43188.92
23406,2016-08-08,NA,19414.1
68351,2016-08-08,NA,29894.77
139669,2016-06-06,2016-10-21,26417.06
140044,2016-06-21,2016-06-25,13397.58
122811,2016-06-21,2016-06-22,17588.66
87027,2016-06-13,NA,25704.11
166852,2016-06-13,NA,11552.86
66291,2016-05-12,NA,24890.85
56881,2016-06-21,2016-06-25,20550.35
86870,2016-06-13,2016-06-14,15460.6
55863,2016-08-08,NA,27115.34
41673,2016-08-08,2016-08-08,22639.55
127476,2016-07-26,2016-08-30,187592.69
71760,2016-08-08,2016-08-10,262015.57
85486,2016-06-13,NA,10456.45
162670,2016-05-12,NA,12628.47
150638,2016-06-13,NA,11098.79
82111,2016-06-21,NA,22628.73
178217,2016-08-08,NA,25704.24
168895,2016-06-13,2016-11-01,161018.44
161701,2016-08-08,2016-08-11,30420.44
142376,2016-06-06,NA,18159.26
120316,2016-08-08,NA,13178.77
137358,2016-06-13,2016-06-13,14782.86
99510,2016-08-08,2016-11-28,26694
180127,2016-06-13,2016-06-13,41731.13
39068,2016-06-21,NA,26568.6
30681,2016-08-08,NA,18945
58654,2016-06-13,NA,27187.08
63181,2016-06-13,2016-06-27,58706.62
77803,2016-06-13,2016-06-14,43537.65
19269,2016-07-26,NA,144205.13
184203,2016-06-21,2016-10-05,13379.36
38550,2016-06-13,NA,26400.39
112496,2016-05-19,NA,11808.2
71486,2016-06-21,2016-06-22,10346.43
164699,2016-06-13,NA,110371.39
58715,2016-05-12,2016-05-16,13738.4
111529,2016-08-08,NA,100260.4
14667,2016-08-08,NA,10856.97
11620,2016-08-08,NA,33922.12
164880,2016-06-06,NA,15087.48
32283,2016-06-21,NA,10318.42
9058,2016-08-08,NA,12633.7
170027,2016-06-13,2016-06-28,12362.13
101962,2016-06-13,2016-07-02,123255.76
174554,2016-06-13,2016-06-27,19782.07
24050,2016-06-13,NA,16701.39
107140,2016-06-21,NA,16308.42
155711,2016-06-13,2016-06-20,11840.5
132591,2016-06-13,NA,12211.61
148254,2016-06-06,NA,19819.47
181162,2016-06-06,NA,138241.86
148357,2016-08-08,NA,24911.52
178411,2016-06-13,2016-06-26,11235.79
50900,2016-06-06,2016-06-08,22317.28
175184,2016-06-06,2016-06-09,103010.75
83327,2016-08-08,NA,14986.24
129141,2016-08-08,2016-08-08,246802.03
77661,2016-08-08,2017-01-17,10472.88
89044,2016-06-21,NA,10581.21
96689,2016-06-13,NA,10781.19
5604,2016-06-21,2016-07-24,26612.56
169538,2016-06-21,2016-07-01,19628.82
93455,2016-05-19,NA,53381.4
150147,2016-08-08,NA,19481.41
85474,2016-08-08,2016-09-25,15459.74
8468,2016-08-08,2016-10-05,14074.55
45889,2016-08-08,2016-08-11,36605.55
41676,2016-06-13,2016-08-11,374408.17
112576,2016-08-08,2016-08-08,19119.11
152949,2016-06-21,2016-07-02,15684.8
13612,2016-06-21,2016-07-07,81320.3
104501,2016-08-08,NA,11215.26
112935,2016-06-13,NA,60930.36
158385,2016-06-13,2016-06-23,135968.49
177904,2016-06-21,NA,10722.27
98625,2016-07-26,NA,21507.4
128,2016-08-08,NA,29241.18
46771,2016-06-13,NA,76671.34
65438,2016-05-12,NA,22658.06
58438,2016-06-13,NA,17540.06
155108,2016-08-08,NA,19968.27
18712,2016-06-06,2016-06-08,10418.42
155021,2016-06-13,2016-06-13,84650.99
83437,2016-06-06,2016-06-07,22940.59
115049,2016-08-08,NA,33561.96
182803,2016-06-21,NA,18475.3
66949,2016-05-12,2016-10-03,46730.93
178880,2016-06-21,NA,15319.58
110462,2016-05-19,NA,25061.86
49667,2016-06-13,NA,11646.76
117674,2016-08-08,NA,10948.59
150242,2016-06-13,NA,25962.69
71891,2016-06-06,NA,33089.74
166654,2016-06-21,NA,78137.05
149559,2016-06-21,NA,180504.15
80484,2016-07-26,2017-02-07,260800.42
124615,2016-06-21,NA,108449.14
67179,2016-06-06,NA,12626.25
85275,2016-06-13,NA,13288.63
18095,2016-06-13,2016-06-13,10069.3
130028,2016-06-13,NA,89873.29
178905,2016-06-13,NA,116200
142605,2016-06-21,2016-06-21,12548.26
54993,2016-08-08,NA,18151.96
133425,2016-05-12,2016-05-12,62336.22
110675,2016-05-12,2016-05-12,16543.1
141675,2016-06-21,2016-10-03,17119.27
149602,2016-06-13,2016-06-13,133528.06
140212,2016-06-13,2016-11-10,481948.53
156344,2016-08-08,NA,216983.37
124694,2016-06-13,2016-07-19,58899.96
53568,2016-06-21,NA,28692.14
75971,2016-06-13,2016-06-15,12674.94
177947,2016-06-13,2016-06-25,88002.75
24934,2016-08-08,NA,11842.16
169506,2016-06-06,2016-06-07,22444.54
151363,2016-08-08,2016-10-23,10235.87
94510,2016-06-21,2016-12-06,78940.33
6072,2016-06-13,NA,80085.32
152384,2016-05-12,2016-05-23,49887.35
176387,2016-08-08,NA,14241.18
74088,2016-06-13,2016-09-06,24814.52
139007,2016-06-21,2016-06-21,124816.56
128694,2016-08-08,NA,13502.12
100862,2016-06-21,NA,20068.2
170344,2016-06-21,NA,10833.07
134936,2016-08-08,2016-08-11,15601.01
58256,2016-06-13,NA,63224.55
12313,2016-08-08,2016-08-08,16093.11
21681,2016-08-08,NA,30125
97477,2016-08-08,2016-10-23,50716.73
91572,2016-06-13,2016-08-21,110633.13
154248,2016-06-13,2016-07-24,12181.59
84447,2016-06-13,NA,15913.05
157791,2016-06-21,NA,13579.3
91427,2016-06-13,2016-10-06,52423.9
133227,2016-05-12,2016-07-06,23564.42
170667,2016-07-26,2016-08-03,13916.89
144837,2016-06-21,NA,38693.7
107105,2016-06-13,2016-09-01,10455.85
65979,2016-06-06,2016-06-11,443577.93
58921,2016-05-19,2016-05-25,15560.97
149670,2016-08-08,NA,26318.57
55831,2016-06-21,2016-06-23,15076.21
15301,2016-06-21,NA,51907.68
180668,2016-08-08,2016-08-08,17187.23
45223,2016-06-21,2016-06-22,111205.32
6302,2016-06-13,NA,306025.85
170859,2016-06-13,2016-06-15,47886.49
133880,2016-08-08,2016-08-09,14713.51
159158,2016-06-06,2016-06-12,171405.43
36445,2016-06-13,2016-07-08,21048.61
29639,2016-06-13,NA,14234.39
183223,2016-07-26,NA,10630.27
1949,2016-06-13,NA,24607.35
171219,2016-06-13,NA,21036.54
51474,2016-06-13,NA,36973.08
47312,2016-06-21,NA,19767.41
95586,2016-06-13,2016-07-14,10339.19
133662,2016-08-08,NA,15445.93
10707,2016-06-13,2017-01-28,17289.88
15100,2016-06-13,NA,16281.33
80028,2016-07-26,NA,18196.34
63622,2016-08-08,2016-08-09,63062.94
115396,2016-08-08,NA,101398.27
176886,2016-06-21,NA,17224.87
83181,2016-06-21,2016-06-22,16128.72
85405,2016-08-08,NA,58696.57
30243,2016-08-08,NA,216882.28
153953,2016-06-06,2016-06-07,62485.71
173672,2016-08-08,NA,26283.59
100816,2016-06-13,2016-08-31,352197.14
28825,2016-08-08,NA,42790.2
110947,2016-06-21,2016-07-08,242216.62
98331,2016-08-08,NA,21388.14
83318,2016-06-13,NA,594005.01
77330,2016-06-21,NA,112725.05
18131,2016-08-08,NA,12271.16
106630,2016-06-21,NA,18475.94
110174,2016-06-21,NA,21908.89
40087,2016-06-21,NA,12135.9
15343,2016-06-21,NA,24368.11
130564,2016-07-26,2016-10-19,66554.7
79987,2016-08-08,NA,15333.43
95633,2016-08-08,NA,23093.51
169545,2016-06-21,2016-06-22,12640.87
49385,2016-08-08,2016-12-02,15806.49
173085,2016-08-08,NA,29493.52
31277,2016-06-13,2016-06-20,16511.07
126314,2016-06-13,NA,41135.61
51493,2016-08-08,2016-08-29,20766.67
177949,2016-07-26,2016-07-26,43738.95
58838,2016-06-06,NA,10993.91
54133,2016-08-08,2016-08-26,34458.06
50570,2016-06-06,NA,65669.48
15937,2016-06-13,2016-07-14,11470.75
122010,2016-08-08,NA,14513.7
42376,2016-06-21,NA,28521.33
69117,2016-06-13,2016-06-14,160139.93
176108,2016-08-08,NA,12586.45
183678,2016-06-21,2016-06-24,17698.12
126427,2016-08-08,NA,40039.22
35837,2016-08-08,2016-09-07,16853.52
21275,2016-07-26,NA,212374.15
100330,2016-08-08,NA,33536.72
101696,2016-06-06,NA,22609.16
58444,2016-08-08,2016-11-20,16451.46
77893,2016-06-13,2016-06-23,68754.09
10384,2016-08-08,2016-08-12,26354.84
178010,2016-07-26,2016-07-26,90936.88
166470,2016-08-08,NA,46996.98
103667,2016-06-13,2016-06-15,29623.44
133017,2016-06-21,NA,12964.69
127657,2016-08-08,NA,28546.14
5486,2016-05-12,NA,11992.38
115606,2016-06-21,2016-07-16,14753.99
181538,2016-06-21,NA,12769.94
115667,2016-08-08,2016-08-08,22217.33
55430,2016-05-12,2016-07-07,16970.07
121479,2016-06-06,NA,27969.5
34317,2016-08-08,2016-10-15,35299.82
16447,2016-08-08,NA,24007.9
24621,2016-06-13,NA,45935.81
172035,2016-08-08,NA,12567.58
165101,2016-06-21,NA,23053.14
11435,2016-06-13,NA,16587.91
38510,2016-06-13,NA,24083.44
149487,2016-08-08,NA,16031
26788,2016-08-08,NA,17202.79
